"0,07","0,5099","0,0115","0,0072",8,0,0,0,megarwnL64/main_megaronL,aulos_megaronL1
"0,07","0,5099","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/main_megaronL,aulos_megaronL2
"0,07","0,5099","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/main_megaronL,aulos_megaronL3
"0,07","0,5099","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/main_megaronL,aulos_megaronL4
"0,07","0,5099","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/main_megaronL,aulos_megaronL5
"0,07","0,5099","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/main_megaronL,aulos_megaronL6
"0,07","0,5099","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/main_megaronL,aulos_megaronL7
"0,07","0,5099","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/main_megaronL,aulos_megaronL8
"0,07","0,5099","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/main_megaronL,aulos_megaronL9
"0,07","0,5099","0,0115","0,0072",8,1,0,0,,
"0,07","0,5099","0,0115","0,0072",8,1,"0,009",1,,
"0,07","0,5099","0,0115","0,0072",8,1,"0,009",2,,
"0,07","0,5099","0,0115","0,0072",8,1,"0,009",3,,
"0,07","0,5099","0,0115","0,0072",8,1,"0,009",4,,
"0,07","0,5099","0,0115","0,0072",8,1,"0,009",5,,
"0,07","0,5099","0,0115","0,0072",8,1,"0,008",6,,
"0,07","0,5099","0,0115","0,0072",8,1,"0,008",7,,
"0,07","0,5099","0,0115","0,0072",8,1,"0,008",8,,
"0,07","0,5099","0,0115","0,0072",8,2,0,0,,
"0,07","0,5099","0,0115","0,0072",8,2,"0,009",1,,
"0,07","0,5099","0,0115","0,0072",8,2,"0,009",2,,
"0,07","0,5099","0,0115","0,0072",8,2,"0,009",3,,
"0,07","0,5099","0,0115","0,0072",8,2,"0,009",4,,
"0,07","0,5099","0,0115","0,0072",8,2,"0,009",5,,
"0,07","0,5099","0,0115","0,0072",8,2,"0,008",6,,
"0,07","0,5099","0,0115","0,0072",8,2,"0,008",7,,
"0,07","0,5099","0,0115","0,0072",8,2,"0,008",8,,
"0,07","0,5099","0,0115","0,0072",8,3,0,0,,
"0,07","0,5099","0,0115","0,0072",8,3,"0,009",1,,
"0,07","0,5099","0,0115","0,0072",8,3,"0,009",2,,
"0,07","0,5099","0,0115","0,0072",8,3,"0,009",3,,
"0,07","0,5099","0,0115","0,0072",8,3,"0,009",4,,
"0,07","0,5099","0,0115","0,0072",8,3,"0,009",5,,
"0,07","0,5099","0,0115","0,0072",8,3,"0,008",6,,
"0,07","0,5099","0,0115","0,0072",8,3,"0,008",7,,
"0,07","0,5099","0,0115","0,0072",8,3,"0,008",8,,
"0,07","0,4999","0,0115","0,0072",8,0,0,0,megarwnL64/megaronL_L_Minus,aulos_megaronLMinusL1
"0,07","0,4999","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/megaronL_L_Minus,aulos_megaronLMinusL2
"0,07","0,4999","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/megaronL_L_Minus,aulos_megaronLMinusL3
"0,07","0,4999","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/megaronL_L_Minus,aulos_megaronLMinusL4
"0,07","0,4999","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/megaronL_L_Minus,aulos_megaronLMinusL5
"0,07","0,4999","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/megaronL_L_Minus,aulos_megaronLMinusL6
"0,07","0,4999","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/megaronL_L_Minus,aulos_megaronLMinusL7
"0,07","0,4999","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/megaronL_L_Minus,aulos_megaronLMinusL8
"0,07","0,4999","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/megaronL_L_Minus,aulos_megaronLMinusL9
"0,07","0,4999","0,0115","0,0072",8,1,0,0,,
"0,07","0,4999","0,0115","0,0072",8,1,"0,009",1,,
"0,07","0,4999","0,0115","0,0072",8,1,"0,009",2,,
"0,07","0,4999","0,0115","0,0072",8,1,"0,009",3,,
"0,07","0,4999","0,0115","0,0072",8,1,"0,009",4,,
"0,07","0,4999","0,0115","0,0072",8,1,"0,009",5,,
"0,07","0,4999","0,0115","0,0072",8,1,"0,008",6,,
"0,07","0,4999","0,0115","0,0072",8,1,"0,008",7,,
"0,07","0,4999","0,0115","0,0072",8,1,"0,008",8,,
"0,07","0,4999","0,0115","0,0072",8,2,0,0,,
"0,07","0,4999","0,0115","0,0072",8,2,"0,009",1,,
"0,07","0,4999","0,0115","0,0072",8,2,"0,009",2,,
"0,07","0,4999","0,0115","0,0072",8,2,"0,009",3,,
"0,07","0,4999","0,0115","0,0072",8,2,"0,009",4,,
"0,07","0,4999","0,0115","0,0072",8,2,"0,009",5,,
"0,07","0,4999","0,0115","0,0072",8,2,"0,008",6,,
"0,07","0,4999","0,0115","0,0072",8,2,"0,008",7,,
"0,07","0,4999","0,0115","0,0072",8,2,"0,008",8,,
"0,07","0,4999","0,0115","0,0072",8,3,0,0,,
"0,07","0,4999","0,0115","0,0072",8,3,"0,009",1,,
"0,07","0,4999","0,0115","0,0072",8,3,"0,009",2,,
"0,07","0,4999","0,0115","0,0072",8,3,"0,009",3,,
"0,07","0,4999","0,0115","0,0072",8,3,"0,009",4,,
"0,07","0,4999","0,0115","0,0072",8,3,"0,009",5,,
"0,07","0,4999","0,0115","0,0072",8,3,"0,008",6,,
"0,07","0,4999","0,0115","0,0072",8,3,"0,008",7,,
"0,07","0,4999","0,0115","0,0072",8,3,"0,008",8,,
"0,07","0,5199","0,0115","0,0072",8,0,0,0,megarwnL64/megaronL_L_Plus,aulos_megaronLPlusL1
"0,07","0,5199","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/megaronL_L_Plus,aulos_megaronLPlusL2
"0,07","0,5199","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/megaronL_L_Plus,aulos_megaronLPlusL3
"0,07","0,5199","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/megaronL_L_Plus,aulos_megaronLPlusL4
"0,07","0,5199","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/megaronL_L_Plus,aulos_megaronLPlusL5
"0,07","0,5199","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/megaronL_L_Plus,aulos_megaronLPlusL6
"0,07","0,5199","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/megaronL_L_Plus,aulos_megaronLPlusL7
"0,07","0,5199","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/megaronL_L_Plus,aulos_megaronLPlusL8
"0,07","0,5199","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/megaronL_L_Plus,aulos_megaronLPlusL9
"0,07","0,5199","0,0115","0,0072",8,1,0,0,,
"0,07","0,5199","0,0115","0,0072",8,1,"0,009",1,,
"0,07","0,5199","0,0115","0,0072",8,1,"0,009",2,,
"0,07","0,5199","0,0115","0,0072",8,1,"0,009",3,,
"0,07","0,5199","0,0115","0,0072",8,1,"0,009",4,,
"0,07","0,5199","0,0115","0,0072",8,1,"0,009",5,,
"0,07","0,5199","0,0115","0,0072",8,1,"0,008",6,,
"0,07","0,5199","0,0115","0,0072",8,1,"0,008",7,,
"0,07","0,5199","0,0115","0,0072",8,1,"0,008",8,,
"0,07","0,5199","0,0115","0,0072",8,2,0,0,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,009",1,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,009",2,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,009",3,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,009",4,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,009",5,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,008",6,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,008",7,,
"0,07","0,5199","0,0115","0,0072",8,2,"0,008",8,,
"0,07","0,5199","0,0115","0,0072",8,3,0,0,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,009",1,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,009",2,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,009",3,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,009",4,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,009",5,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,008",6,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,008",7,,
"0,07","0,5199","0,0115","0,0072",8,3,"0,008",8,,
"0,07","0,5159","0,0115","0,0072",8,0,0,0,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL1
"0,07","0,5159","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL2
"0,07","0,5159","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL3
"0,07","0,5159","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL4
"0,07","0,5159","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL5
"0,07","0,5159","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL6
"0,07","0,5159","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL7
"0,07","0,5159","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL8
"0,07","0,5159","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/megaronL_L_Plusn,aulos_megaronLPlusnL9
"0,07","0,5159","0,0115","0,0072",8,1,0,0,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,009",1,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,009",2,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,009",3,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,009",4,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,009",5,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,008",6,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,008",7,,
"0,07","0,5159","0,0115","0,0072",8,1,"0,008",8,,
"0,07","0,5159","0,0115","0,0072",8,2,0,0,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,009",1,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,009",2,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,009",3,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,009",4,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,009",5,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,008",6,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,008",7,,
"0,07","0,5159","0,0115","0,0072",8,2,"0,008",8,,
"0,07","0,5159","0,0115","0,0072",8,3,0,0,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,009",1,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,009",2,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,009",3,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,009",4,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,009",5,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,008",6,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,008",7,,
"0,07","0,5159","0,0115","0,0072",8,3,"0,008",8,,
"0,05","0,5099","0,0115","0,0072",8,0,0,0,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR1
"0,05","0,5099","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR2
"0,05","0,5099","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR3
"0,05","0,5099","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR4
"0,05","0,5099","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR5
"0,05","0,5099","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR6
"0,05","0,5099","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR7
"0,05","0,5099","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR8
"0,05","0,5099","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/megaronL_R_Minus,aulos_megaronLMinusR9
"0,05","0,5099","0,0115","0,0072",8,1,0,0,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,009",1,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,009",2,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,009",3,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,009",4,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,009",5,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,008",6,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,008",7,,
"0,05","0,5099","0,0115","0,0072",8,1,"0,008",8,,
"0,05","0,5099","0,0115","0,0072",8,2,0,0,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,009",1,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,009",2,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,009",3,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,009",4,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,009",5,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,008",6,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,008",7,,
"0,05","0,5099","0,0115","0,0072",8,2,"0,008",8,,
"0,05","0,5099","0,0115","0,0072",8,3,0,0,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,009",1,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,009",2,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,009",3,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,009",4,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,009",5,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,008",6,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,008",7,,
"0,05","0,5099","0,0115","0,0072",8,3,"0,008",8,,
"0,09","0,5099","0,0115","0,0072",8,0,0,0,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR1
"0,09","0,5099","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR2
"0,09","0,5099","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR3
"0,09","0,5099","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR4
"0,09","0,5099","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR5
"0,09","0,5099","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR6
"0,09","0,5099","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR7
"0,09","0,5099","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR8
"0,09","0,5099","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/megaronL_R_Plus,aulos_megaronLPlusR9
"0,09","0,5099","0,0115","0,0072",8,1,0,0,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,009",1,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,009",2,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,009",3,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,009",4,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,009",5,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,008",6,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,008",7,,
"0,09","0,5099","0,0115","0,0072",8,1,"0,008",8,,
"0,09","0,5099","0,0115","0,0072",8,2,0,0,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,009",1,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,009",2,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,009",3,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,009",4,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,009",5,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,008",6,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,008",7,,
"0,09","0,5099","0,0115","0,0072",8,2,"0,008",8,,
"0,09","0,5099","0,0115","0,0072",8,3,0,0,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,009",1,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,009",2,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,009",3,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,009",4,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,009",5,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,008",6,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,008",7,,
"0,09","0,5099","0,0115","0,0072",8,3,"0,008",8,,
"0,071","0,5099","0,0115","0,0072",8,0,0,0,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR1
"0,071","0,5099","0,0115","0,0072",8,"0,2979","0,009",1,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR2
"0,071","0,5099","0,0115","0,0072",8,"0,2614","0,009",2,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR3
"0,071","0,5099","0,0115","0,0072",8,"0,2237","0,009",3,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR4
"0,071","0,5099","0,0115","0,0072",8,"0,1937","0,009",4,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR5
"0,071","0,5099","0,0115","0,0072",8,"0,1639","0,009",5,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR6
"0,071","0,5099","0,0115","0,0072",8,"0,093","0,008",6,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR7
"0,071","0,5099","0,0115","0,0072",8,"0,048","0,008",7,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR8
"0,071","0,5099","0,0115","0,0072",8,"0,028","0,008",8,megarwnL64/megaronL_R_Plusn,aulos_megaronLPlusnR9
"0,071","0,5099","0,0115","0,0072",8,1,0,0,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,009",1,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,009",2,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,009",3,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,009",4,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,009",5,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,008",6,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,008",7,,
"0,071","0,5099","0,0115","0,0072",8,1,"0,008",8,,
"0,071","0,5099","0,0115","0,0072",8,2,0,0,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,009",1,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,009",2,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,009",3,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,009",4,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,009",5,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,008",6,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,008",7,,
"0,071","0,5099","0,0115","0,0072",8,2,"0,008",8,,
"0,071","0,5099","0,0115","0,0072",8,3,0,0,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,009",1,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,009",2,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,009",3,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,009",4,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,009",5,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,008",6,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,008",7,,
"0,071","0,5099","0,0115","0,0072",8,3,"0,008",8,,
"0,07","0,5099","0,0115","0,0072",8,0,0,0,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,009",1,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,009",2,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,009",3,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,009",4,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,009",5,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,008",6,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,008",7,,
"0,07","0,5099","0,0115","0,0072",8,0,"0,008",8,,
"0,07","0,5099","0,0115","0,0072",8,1,0,0,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH1
"0,07","0,5099","0,0115","0,0072",8,"0,2879","0,009",1,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH2
"0,07","0,5099","0,0115","0,0072",8,"0,2514","0,009",2,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH3
"0,07","0,5099","0,0115","0,0072",8,"0,2137","0,009",3,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH4
"0,07","0,5099","0,0115","0,0072",8,"0,1837","0,009",4,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH5
"0,07","0,5099","0,0115","0,0072",8,"0,1539","0,009",5,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH6
