"0,07","0,5099","0,0115","0,0072",8,0,0,0,megarwnL64/main_megaronL,aulos_megaronL1
"0,07","0,5099","0,0115","0,0072",8,"0,083","0,008",6,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH7
"0,07","0,5099","0,0115","0,0072",8,"0,038","0,008",7,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH8
"0,07","0,5099","0,0115","0,0072",8,"0,018","0,008",8,megarwnL64/megaronL_TH_Minus,aulos_megaronLMinusTH9
"0,07","0,5099","0,0115","0,0072",8,2,0,0,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH1
"0,07","0,5099","0,0115","0,0072",8,"0,3079","0,009",1,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH2
"0,07","0,5099","0,0115","0,0072",8,"0,2714","0,009",2,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH3
"0,07","0,5099","0,0115","0,0072",8,"0,2337","0,009",3,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH4
"0,07","0,5099","0,0115","0,0072",8,"0,2037","0,009",4,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH5
"0,07","0,5099","0,0115","0,0072",8,"0,1739","0,009",5,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH6
"0,07","0,5099","0,0115","0,0072",8,"0,103","0,008",6,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH7
"0,07","0,5099","0,0115","0,0072",8,"0,058","0,008",7,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH8
"0,07","0,5099","0,0115","0,0072",8,"0,038","0,008",8,megarwnL64/megaronL_TH_Plus,aulos_megaronLPlusTH9
"0,07","0,5099","0,0115","0,0072",8,3,0,0,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH1
"0,07","0,5099","0,0115","0,0072",8,"0,3029","0,009",1,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH2
"0,07","0,5099","0,0115","0,0072",8,"0,2664","0,009",2,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH3
"0,07","0,5099","0,0115","0,0072",8,"0,2287","0,009",3,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH4
"0,07","0,5099","0,0115","0,0072",8,"0,1987","0,009",4,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH5
"0,07","0,5099","0,0115","0,0072",8,"0,1689","0,009",5,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH6
"0,07","0,5099","0,0115","0,0072",8,"0,098","0,008",6,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH7
"0,07","0,5099","0,0115","0,0072",8,"0,053","0,008",7,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH8
"0,07","0,5099","0,0115","0,0072",8,"0,033","0,008",8,megarwnL64/megaronL_TH_Plusn,aulos_megaronLPlusnTH9
"0,05","0,5199","0,0115","0,0072",8,0,0,0,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,009",1,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,009",2,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,009",3,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,009",4,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,009",5,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,008",6,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,008",7,,
"0,05","0,5199","0,0115","0,0072",8,0,"0,008",8,,
"0,05","0,5199","0,0115","0,0072",8,1,0,0,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,009",1,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,009",2,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,009",3,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,009",4,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,009",5,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,008",6,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,008",7,,
"0,05","0,5199","0,0115","0,0072",8,1,"0,008",8,,
"0,05","0,5199","0,0115","0,0072",8,2,0,0,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,009",1,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,009",2,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,009",3,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,009",4,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,009",5,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,008",6,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,008",7,,
"0,05","0,5199","0,0115","0,0072",8,2,"0,008",8,,
"0,05","0,5199","0,0115","0,0072",8,3,0,0,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,009",1,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,009",2,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,009",3,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,009",4,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,009",5,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,008",6,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,008",7,,
"0,05","0,5199","0,0115","0,0072",8,3,"0,008",8,,
"0,05","0,5159","0,0115","0,0072",8,0,0,0,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,009",1,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,009",2,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,009",3,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,009",4,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,009",5,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,008",6,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,008",7,,
"0,05","0,5159","0,0115","0,0072",8,0,"0,008",8,,
"0,05","0,5159","0,0115","0,0072",8,1,0,0,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,009",1,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,009",2,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,009",3,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,009",4,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,009",5,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,008",6,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,008",7,,
"0,05","0,5159","0,0115","0,0072",8,1,"0,008",8,,
"0,05","0,5159","0,0115","0,0072",8,2,0,0,,
"0,05","0,5159","0,0115","0,0072",8,2,"0,009",1,,
"0,05","0,5159","0,0115","0,0072",8,2,"0,009",2,,
"0,05","0,5159","0,0115","0,0072",8,2,"0,009",3,,
"0,05","0,5159","0,0115","0,0072",8,2,"0,009",4,,
"0,05","0,5159","0,0115","0,0072",8,2,"0,009",5,,
"0,05","0,5159","0,0115","0,0072",8,2,"0,008",6,,
"0,05","0,5159","0,0115","0,0072",8,2,"0,008",7,,
"0,05","0,5159","0,0115","0,0072",8,2,"0,008",8,,
"0,05","0,5159","0,0115","0,0072",8,3,0,0,,
"0,05","0,5159","0,0115","0,0072",8,3,"0,009",1,,
"0,05","0,5159","0,0115","0,0072",8,3,"0,009",2,,
"0,05","0,5159","0,0115","0,0072",8,3,"0,009",3,,
"0,05","0,5159","0,0115","0,0072",8,3,"0,009",4,,
"0,05","0,5159","0,0115","0,0072",8,3,"0,009",5,,
"0,05","0,5159","0,0115","0,0072",8,3,"0,008",6,,
"0,05","0,5159","0,0115","0,0072",8,3,"0,008",7,,
"0,05","0,5159","0,0115","0,0072",8,3,"0,008",8,,
"0,05","0,4999","0,0115","0,0072",8,0,0,0,,
"0,05","0,4999","0,0115","0,0072",8,0,"0,009",1,,
"0,05","0,4999","0,0115","0,0072",8,0,"0,009",2,,
"0,05","0,4999","0,0115","0,0072",8,0,"0,009",3,,
"0,05","0,4999","0,0115","0,0072",8,0,"0,009",4,,
"0,05","0,4999","0,0115","0,0072",8,0,"0,009",5,,
"0,05","0,4999","0,0115","0,0072",8,0,"0,008",6,,
"0,05","0,4999","0,0115","0,0072",8,0,"0,008",7,,
"0,05","0,4999","0,0115","0,0072",8,0,"0,008",8,,
"0,05","0,4999","0,0115","0,0072",8,1,0,0,,
"0,05","0,4999","0,0115","0,0072",8,1,"0,009",1,,
"0,05","0,4999","0,0115","0,0072",8,1,"0,009",2,,
"0,05","0,4999","0,0115","0,0072",8,1,"0,009",3,,
"0,05","0,4999","0,0115","0,0072",8,1,"0,009",4,,
"0,05","0,4999","0,0115","0,0072",8,1,"0,009",5,,
"0,05","0,4999","0,0115","0,0072",8,1,"0,008",6,,
"0,05","0,4999","0,0115","0,0072",8,1,"0,008",7,,
"0,05","0,4999","0,0115","0,0072",8,1,"0,008",8,,
"0,05","0,4999","0,0115","0,0072",8,2,0,0,,
"0,05","0,4999","0,0115","0,0072",8,2,"0,009",1,,
"0,05","0,4999","0,0115","0,0072",8,2,"0,009",2,,
"0,05","0,4999","0,0115","0,0072",8,2,"0,009",3,,
"0,05","0,4999","0,0115","0,0072",8,2,"0,009",4,,
"0,05","0,4999","0,0115","0,0072",8,2,"0,009",5,,
"0,05","0,4999","0,0115","0,0072",8,2,"0,008",6,,
"0,05","0,4999","0,0115","0,0072",8,2,"0,008",7,,
"0,05","0,4999","0,0115","0,0072",8,2,"0,008",8,,
"0,05","0,4999","0,0115","0,0072",8,3,0,0,,
"0,05","0,4999","0,0115","0,0072",8,3,"0,009",1,,
"0,05","0,4999","0,0115","0,0072",8,3,"0,009",2,,
"0,05","0,4999","0,0115","0,0072",8,3,"0,009",3,,
"0,05","0,4999","0,0115","0,0072",8,3,"0,009",4,,
"0,05","0,4999","0,0115","0,0072",8,3,"0,009",5,,
"0,05","0,4999","0,0115","0,0072",8,3,"0,008",6,,
"0,05","0,4999","0,0115","0,0072",8,3,"0,008",7,,
"0,05","0,4999","0,0115","0,0072",8,3,"0,008",8,,
"0,09","0,5199","0,0115","0,0072",8,0,0,0,,
"0,09","0,5199","0,0115","0,0072",8,0,"0,009",1,,
"0,09","0,5199","0,0115","0,0072",8,0,"0,009",2,,
"0,09","0,5199","0,0115","0,0072",8,0,"0,009",3,,
"0,09","0,5199","0,0115","0,0072",8,0,"0,009",4,,
"0,09","0,5199","0,0115","0,0072",8,0,"0,009",5,,
"0,09","0,5199","0,0115","0,0072",8,0,"0,008",6,,
"0,09","0,5199","0,0115","0,0072",8,0,"0,008",7,,
"0,09","0,5199","0,0115","0,0072",8,0,"0,008",8,,
"0,09","0,5199","0,0115","0,0072",8,1,0,0,,
"0,09","0,5199","0,0115","0,0072",8,1,"0,009",1,,
"0,09","0,5199","0,0115","0,0072",8,1,"0,009",2,,
"0,09","0,5199","0,0115","0,0072",8,1,"0,009",3,,
"0,09","0,5199","0,0115","0,0072",8,1,"0,009",4,,
"0,09","0,5199","0,0115","0,0072",8,1,"0,009",5,,
"0,09","0,5199","0,0115","0,0072",8,1,"0,008",6,,
"0,09","0,5199","0,0115","0,0072",8,1,"0,008",7,,
"0,09","0,5199","0,0115","0,0072",8,1,"0,008",8,,
"0,09","0,5199","0,0115","0,0072",8,2,0,0,,
"0,09","0,5199","0,0115","0,0072",8,2,"0,009",1,,
"0,09","0,5199","0,0115","0,0072",8,2,"0,009",2,,
"0,09","0,5199","0,0115","0,0072",8,2,"0,009",3,,
"0,09","0,5199","0,0115","0,0072",8,2,"0,009",4,,
"0,09","0,5199","0,0115","0,0072",8,2,"0,009",5,,
"0,09","0,5199","0,0115","0,0072",8,2,"0,008",6,,
"0,09","0,5199","0,0115","0,0072",8,2,"0,008",7,,
"0,09","0,5199","0,0115","0,0072",8,2,"0,008",8,,
"0,09","0,5199","0,0115","0,0072",8,3,0,0,,
"0,09","0,5199","0,0115","0,0072",8,3,"0,009",1,,
"0,09","0,5199","0,0115","0,0072",8,3,"0,009",2,,
"0,09","0,5199","0,0115","0,0072",8,3,"0,009",3,,
"0,09","0,5199","0,0115","0,0072",8,3,"0,009",4,,
"0,09","0,5199","0,0115","0,0072",8,3,"0,009",5,,
"0,09","0,5199","0,0115","0,0072",8,3,"0,008",6,,
"0,09","0,5199","0,0115","0,0072",8,3,"0,008",7,,
"0,09","0,5199","0,0115","0,0072",8,3,"0,008",8,,
"0,09","0,4999","0,0115","0,0072",8,0,0,0,,
"0,09","0,4999","0,0115","0,0072",8,0,"0,009",1,,
"0,09","0,4999","0,0115","0,0072",8,0,"0,009",2,,
"0,09","0,4999","0,0115","0,0072",8,0,"0,009",3,,
"0,09","0,4999","0,0115","0,0072",8,0,"0,009",4,,
"0,09","0,4999","0,0115","0,0072",8,0,"0,009",5,,
"0,09","0,4999","0,0115","0,0072",8,0,"0,008",6,,
"0,09","0,4999","0,0115","0,0072",8,0,"0,008",7,,
"0,09","0,4999","0,0115","0,0072",8,0,"0,008",8,,
"0,09","0,4999","0,0115","0,0072",8,1,0,0,,
"0,09","0,4999","0,0115","0,0072",8,1,"0,009",1,,
"0,09","0,4999","0,0115","0,0072",8,1,"0,009",2,,
"0,09","0,4999","0,0115","0,0072",8,1,"0,009",3,,
"0,09","0,4999","0,0115","0,0072",8,1,"0,009",4,,
"0,09","0,4999","0,0115","0,0072",8,1,"0,009",5,,
"0,09","0,4999","0,0115","0,0072",8,1,"0,008",6,,
"0,09","0,4999","0,0115","0,0072",8,1,"0,008",7,,
"0,09","0,4999","0,0115","0,0072",8,1,"0,008",8,,
"0,09","0,4999","0,0115","0,0072",8,2,0,0,,
"0,09","0,4999","0,0115","0,0072",8,2,"0,009",1,,
"0,09","0,4999","0,0115","0,0072",8,2,"0,009",2,,
"0,09","0,4999","0,0115","0,0072",8,2,"0,009",3,,
"0,09","0,4999","0,0115","0,0072",8,2,"0,009",4,,
"0,09","0,4999","0,0115","0,0072",8,2,"0,009",5,,
"0,09","0,4999","0,0115","0,0072",8,2,"0,008",6,,
"0,09","0,4999","0,0115","0,0072",8,2,"0,008",7,,
"0,09","0,4999","0,0115","0,0072",8,2,"0,008",8,,
"0,09","0,4999","0,0115","0,0072",8,3,0,0,,
"0,09","0,4999","0,0115","0,0072",8,3,"0,009",1,,
"0,09","0,4999","0,0115","0,0072",8,3,"0,009",2,,
"0,09","0,4999","0,0115","0,0072",8,3,"0,009",3,,
"0,09","0,4999","0,0115","0,0072",8,3,"0,009",4,,
"0,09","0,4999","0,0115","0,0072",8,3,"0,009",5,,
"0,09","0,4999","0,0115","0,0072",8,3,"0,008",6,,
"0,09","0,4999","0,0115","0,0072",8,3,"0,008",7,,
"0,09","0,4999","0,0115","0,0072",8,3,"0,008",8,,
"0,09","0,5159","0,0115","0,0072",8,0,0,0,,
"0,09","0,5159","0,0115","0,0072",8,0,"0,009",1,,
"0,09","0,5159","0,0115","0,0072",8,0,"0,009",2,,
"0,09","0,5159","0,0115","0,0072",8,0,"0,009",3,,
"0,09","0,5159","0,0115","0,0072",8,0,"0,009",4,,
"0,09","0,5159","0,0115","0,0072",8,0,"0,009",5,,
"0,09","0,5159","0,0115","0,0072",8,0,"0,008",6,,
"0,09","0,5159","0,0115","0,0072",8,0,"0,008",7,,
"0,09","0,5159","0,0115","0,0072",8,0,"0,008",8,,
"0,09","0,5159","0,0115","0,0072",8,1,0,0,,
"0,09","0,5159","0,0115","0,0072",8,1,"0,009",1,,
"0,09","0,5159","0,0115","0,0072",8,1,"0,009",2,,
"0,09","0,5159","0,0115","0,0072",8,1,"0,009",3,,
"0,09","0,5159","0,0115","0,0072",8,1,"0,009",4,,
"0,09","0,5159","0,0115","0,0072",8,1,"0,009",5,,
"0,09","0,5159","0,0115","0,0072",8,1,"0,008",6,,
"0,09","0,5159","0,0115","0,0072",8,1,"0,008",7,,
"0,09","0,5159","0,0115","0,0072",8,1,"0,008",8,,
"0,09","0,5159","0,0115","0,0072",8,2,0,0,,
"0,09","0,5159","0,0115","0,0072",8,2,"0,009",1,,
"0,09","0,5159","0,0115","0,0072",8,2,"0,009",2,,
"0,09","0,5159","0,0115","0,0072",8,2,"0,009",3,,
"0,09","0,5159","0,0115","0,0072",8,2,"0,009",4,,
"0,09","0,5159","0,0115","0,0072",8,2,"0,009",5,,
"0,09","0,5159","0,0115","0,0072",8,2,"0,008",6,,
"0,09","0,5159","0,0115","0,0072",8,2,"0,008",7,,
"0,09","0,5159","0,0115","0,0072",8,2,"0,008",8,,
"0,09","0,5159","0,0115","0,0072",8,3,0,0,,
"0,09","0,5159","0,0115","0,0072",8,3,"0,009",1,,
"0,09","0,5159","0,0115","0,0072",8,3,"0,009",2,,
"0,09","0,5159","0,0115","0,0072",8,3,"0,009",3,,
"0,09","0,5159","0,0115","0,0072",8,3,"0,009",4,,
"0,09","0,5159","0,0115","0,0072",8,3,"0,009",5,,
"0,09","0,5159","0,0115","0,0072",8,3,"0,008",6,,
"0,09","0,5159","0,0115","0,0072",8,3,"0,008",7,,
"0,09","0,5159","0,0115","0,0072",8,3,"0,008",8,,
"0,071","0,5159","0,0115","0,0072",8,0,0,0,,
"0,071","0,5159","0,0115","0,0072",8,0,"0,009",1,,
"0,071","0,5159","0,0115","0,0072",8,0,"0,009",2,,
"0,071","0,5159","0,0115","0,0072",8,0,"0,009",3,,
"0,071","0,5159","0,0115","0,0072",8,0,"0,009",4,,
"0,071","0,5159","0,0115","0,0072",8,0,"0,009",5,,
"0,071","0,5159","0,0115","0,0072",8,0,"0,008",6,,
"0,071","0,5159","0,0115","0,0072",8,0,"0,008",7,,
"0,071","0,5159","0,0115","0,0072",8,0,"0,008",8,,
"0,071","0,5159","0,0115","0,0072",8,1,0,0,,
"0,071","0,5159","0,0115","0,0072",8,1,"0,009",1,,
"0,071","0,5159","0,0115","0,0072",8,1,"0,009",2,,
"0,071","0,5159","0,0115","0,0072",8,1,"0,009",3,,
"0,071","0,5159","0,0115","0,0072",8,1,"0,009",4,,
"0,071","0,5159","0,0115","0,0072",8,1,"0,009",5,,
"0,071","0,5159","0,0115","0,0072",8,1,"0,008",6,,
"0,071","0,5159","0,0115","0,0072",8,1,"0,008",7,,
"0,071","0,5159","0,0115","0,0072",8,1,"0,008",8,,
"0,071","0,5159","0,0115","0,0072",8,2,0,0,,
"0,071","0,5159","0,0115","0,0072",8,2,"0,009",1,,
"0,071","0,5159","0,0115","0,0072",8,2,"0,009",2,,
"0,071","0,5159","0,0115","0,0072",8,2,"0,009",3,,
"0,071","0,5159","0,0115","0,0072",8,2,"0,009",4,,
"0,071","0,5159","0,0115","0,0072",8,2,"0,009",5,,
"0,071","0,5159","0,0115","0,0072",8,2,"0,008",6,,
"0,071","0,5159","0,0115","0,0072",8,2,"0,008",7,,
"0,071","0,5159","0,0115","0,0072",8,2,"0,008",8,,
"0,071","0,5159","0,0115","0,0072",8,3,0,0,,
"0,071","0,5159","0,0115","0,0072",8,3,"0,009",1,,
"0,071","0,5159","0,0115","0,0072",8,3,"0,009",2,,
"0,071","0,5159","0,0115","0,0072",8,3,"0,009",3,,
"0,071","0,5159","0,0115","0,0072",8,3,"0,009",4,,
"0,071","0,5159","0,0115","0,0072",8,3,"0,009",5,,
"0,071","0,5159","0,0115","0,0072",8,3,"0,008",6,,
"0,071","0,5159","0,0115","0,0072",8,3,"0,008",7,,
"0,071","0,5159","0,0115","0,0072",8,3,"0,008",8,,
"0,071","0,4999","0,0115","0,0072",8,0,0,0,,
"0,071","0,4999","0,0115","0,0072",8,0,"0,009",1,,
"0,071","0,4999","0,0115","0,0072",8,0,"0,009",2,,
"0,071","0,4999","0,0115","0,0072",8,0,"0,009",3,,
"0,071","0,4999","0,0115","0,0072",8,0,"0,009",4,,
"0,071","0,4999","0,0115","0,0072",8,0,"0,009",5,,
"0,071","0,4999","0,0115","0,0072",8,0,"0,008",6,,
"0,071","0,4999","0,0115","0,0072",8,0,"0,008",7,,
"0,071","0,4999","0,0115","0,0072",8,0,"0,008",8,,
"0,071","0,4999","0,0115","0,0072",8,1,"0,009",0,,
"0,071","0,4999","0,0115","0,0072",8,1,"0,009",1,,
"0,071","0,4999","0,0115","0,0072",8,1,"0,009",2,,
"0,071","0,4999","0,0115","0,0072",8,1,"0,009",3,,
"0,071","0,4999","0,0115","0,0072",8,1,"0,009",4,,
"0,071","0,4999","0,0115","0,0072",8,1,"0,009",5,,
"0,071","0,4999","0,0115","0,0072",8,1,"0,008",6,,
"0,071","0,4999","0,0115","0,0072",8,1,"0,008",7,,
"0,071","0,4999","0,0115","0,0072",8,1,"0,008",8,,
"0,071","0,4999","0,0115","0,0072",8,2,"0,009",0,,
"0,071","0,4999","0,0115","0,0072",8,2,"0,009",1,,
"0,071","0,4999","0,0115","0,0072",8,2,"0,009",2,,
"0,071","0,4999","0,0115","0,0072",8,2,"0,009",3,,
"0,071","0,4999","0,0115","0,0072",8,2,"0,009",4,,
"0,071","0,4999","0,0115","0,0072",8,2,"0,009",5,,
"0,071","0,4999","0,0115","0,0072",8,2,"0,008",6,,
"0,071","0,4999","0,0115","0,0072",8,2,"0,008",7,,
"0,071","0,4999","0,0115","0,0072",8,2,"0,008",8,,
"0,071","0,4999","0,0115","0,0072",8,3,"0,009",0,,
"0,071","0,4999","0,0115","0,0072",8,3,"0,009",1,,
"0,071","0,4999","0,0115","0,0072",8,3,"0,009",2,,
"0,071","0,4999","0,0115","0,0072",8,3,"0,009",3,,
"0,071","0,4999","0,0115","0,0072",8,3,"0,009",4,,
"0,071","0,4999","0,0115","0,0072",8,3,"0,009",5,,
"0,071","0,4999","0,0115","0,0072",8,3,"0,009",6,,
"0,071","0,4999","0,0115","0,0072",8,3,"0,008",7,,
"0,071","0,4999","0,0115","0,0072",8,3,"0,008",8,,
"0,071","0,5199","0,0115","0,0072",8,0,"0,009",0,,
"0,071","0,5199","0,0115","0,0072",8,0,"0,009",1,,
"0,071","0,5199","0,0115","0,0072",8,0,"0,009",2,,
"0,071","0,5199","0,0115","0,0072",8,0,"0,009",3,,
"0,071","0,5199","0,0115","0,0072",8,0,"0,009",4,,
"0,071","0,5199","0,0115","0,0072",8,0,"0,009",5,,
"0,071","0,5199","0,0115","0,0072",8,0,"0,008",6,,
"0,071","0,5199","0,0115","0,0072",8,0,"0,008",7,,
